timeframe,time,datetime,VN30,VN100,VNINDEX,USDVND
H1,1395381600,2014-03-21 06:00:00,684.97,615.32,604.72,21075.0
H1,1395385200,2014-03-21 07:00:00,679.98,611.84,601.75,21075.0
H1,1395626400,2014-03-24 02:00:00,684.21,615.57,604.42,21075.0
H1,1395630000,2014-03-24 03:00:00,690.05,620.3,608.08,21075.0
H1,1395633600,2014-03-24 04:00:00,687.31,617.85,605.95,21075.0
H1,1395640800,2014-03-24 06:00:00,689.57,619.9,607.88,21075.0
H1,1395644400,2014-03-24 07:00:00,689.32,619.86,607.55,21075.0
H1,1395712800,2014-03-25 02:00:00,690.8,620.96,608.42,21075.0
H1,1395716400,2014-03-25 03:00:00,691.94,621.66,609.06,21075.0
H1,1395720000,2014-03-25 04:00:00,691.81,621.77,609.14,21075.0
H1,1395727200,2014-03-25 06:00:00,689.62,619.51,607.41,21075.0
H1,1395730800,2014-03-25 07:00:00,682.75,613.8,601.85,21075.0
H1,1395799200,2014-03-26 02:00:00,679.8,611.5,600.51,21080.0
H1,1395802800,2014-03-26 03:00:00,682.94,614.22,602.05,21080.0
H1,1395806400,2014-03-26 04:00:00,679.54,611.51,599.97,21080.0
H1,1395813600,2014-03-26 06:00:00,672.62,605.37,594.38,21080.0
H1,1395817200,2014-03-26 07:00:00,664.87,599.04,588.06,21080.0
H1,1395885600,2014-03-27 02:00:00,662.04,596.35,586.46,21085.0
H1,1395889200,2014-03-27 03:00:00,658.4,593.11,582.83,21085.0
H1,1395892800,2014-03-27 04:00:00,664.46,598.24,587.16,21085.0
H1,1395900000,2014-03-27 06:00:00,664.72,598.48,587.71,21085.0
H1,1395903600,2014-03-27 07:00:00,669.89,602.89,590.14,21085.0
H1,1395972000,2014-03-28 02:00:00,672.53,605.16,592.75,21085.0
H1,1395975600,2014-03-28 03:00:00,674.83,607.13,594.05,21085.0
H1,1395979200,2014-03-28 04:00:00,672.28,605.13,592.5,21085.0
H1,1395986400,2014-03-28 06:00:00,673.15,605.48,592.78,21085.0
H1,1395990000,2014-03-28 07:00:00,676.31,607.53,594.29,21085.0
H1,1396231200,2014-03-31 02:00:00,674.65,606.52,595.08,21075.0
H1,1396234800,2014-03-31 03:00:00,676.92,608.24,596.22,21075.0
H1,1396238400,2014-03-31 04:00:00,674.75,606.73,595.48,21075.0
H1,1396245600,2014-03-31 06:00:00,673.93,605.66,593.63,21075.0
H1,1396249200,2014-03-31 07:00:00,670.43,602.93,591.57,21075.0
H1,1396317600,2014-04-01 02:00:00,666.64,598.98,588.52,21075.0
H1,1396321200,2014-04-01 03:00:00,667.35,599.62,589.89,21075.0
H1,1396324800,2014-04-01 04:00:00,671.05,602.77,592.27,21075.0
H1,1396332000,2014-04-01 06:00:00,666.19,598.81,588.97,21075.0
H1,1396335600,2014-04-01 07:00:00,660.13,593.13,583.85,21075.0
H1,1396404000,2014-04-02 02:00:00,659.93,592.41,582.94,21070.0
H1,1396407600,2014-04-02 03:00:00,659.95,592.93,583.33,21070.0
H1,1396411200,2014-04-02 04:00:00,653.94,587.61,578.71,21070.0
H1,1396418400,2014-04-02 06:00:00,650.46,583.93,575.13,21070.0
H1,1396422000,2014-04-02 07:00:00,658.01,590.78,581.67,21070.0
H1,1396490400,2014-04-03 02:00:00,660.78,593.91,584.34,21070.0
H1,1396494000,2014-04-03 03:00:00,662.58,595.89,585.92,21070.0
H1,1396497600,2014-04-03 04:00:00,662.19,595.64,586.03,21070.0
H1,1396504800,2014-04-03 06:00:00,666.38,599.23,590.27,21070.0
H1,1396508400,2014-04-03 07:00:00,664.88,598.08,589.44,21070.0
H1,1396576800,2014-04-04 02:00:00,666.89,599.87,592.72,21070.0
H1,1396580400,2014-04-04 03:00:00,665.38,598.87,591.64,21070.0
H1,1396584000,2014-04-04 04:00:00,662.85,596.17,588.41,21070.0
H1,1396591200,2014-04-04 06:00:00,664.54,597.76,590.75,21070.0
H1,1396594800,2014-04-04 07:00:00,667.33,600.21,593.04,21070.0
H1,1396836000,2014-04-07 02:00:00,672.27,604.29,598.51,21075.0
H1,1396839600,2014-04-07 03:00:00,669.98,602.66,597.9,21075.0
H1,1396843200,2014-04-07 04:00:00,672.07,604.36,599.57,21075.0
H1,1396850400,2014-04-07 06:00:00,673.62,605.93,602.55,21075.0
H1,1396854000,2014-04-07 07:00:00,672.97,605.31,600.57,21075.0
H1,1396922400,2014-04-08 02:00:00,670.82,603.52,598.6,21045.0
H1,1396926000,2014-04-08 03:00:00,674.59,606.57,601.4,21045.0
H1,1396929600,2014-04-08 04:00:00,674.59,606.52,601.64,21045.0
H1,1396936800,2014-04-08 06:00:00,674.37,606.22,602.78,21045.0
H1,1396940400,2014-04-08 07:00:00,672.06,604.88,603.25,21045.0
H1,1397095200,2014-04-10 02:00:00,675.27,607.82,607.07,21094.0
H1,1397098800,2014-04-10 03:00:00,673.42,606.29,605.89,21094.0
H1,1397102400,2014-04-10 04:00:00,669.59,603.0,602.04,21094.0
H1,1397109600,2014-04-10 06:00:00,671.1,604.15,603.38,21094.0
H1,1397113200,2014-04-10 07:00:00,670.06,603.14,601.33,21094.0
H1,1397181600,2014-04-11 02:00:00,663.46,597.51,596.47,21094.0
H1,1397185200,2014-04-11 03:00:00,665.71,599.61,599.85,21094.0
H1,1397188800,2014-04-11 04:00:00,663.08,597.18,596.46,21094.0
H1,1397196000,2014-04-11 06:00:00,665.02,598.57,598.74,21094.0
H1,1397199600,2014-04-11 07:00:00,665.85,599.28,600.57,21094.0
H1,1397440800,2014-04-14 02:00:00,665.66,599.04,600.9,21095.0
H1,1397444400,2014-04-14 03:00:00,662.85,596.83,597.81,21095.0
H1,1397448000,2014-04-14 04:00:00,664.97,598.41,599.31,21095.0
H1,1397455200,2014-04-14 06:00:00,662.28,595.81,596.42,21095.0
H1,1397458800,2014-04-14 07:00:00,661.12,594.91,598.86,21095.0
H1,1397527200,2014-04-15 02:00:00,658.97,593.07,594.76,21075.0
H1,1397530800,2014-04-15 03:00:00,662.76,596.1,597.53,21075.0
H1,1397534400,2014-04-15 04:00:00,659.29,593.18,594.54,21075.0
H1,1397541600,2014-04-15 06:00:00,654.69,588.95,591.19,21075.0
H1,1397545200,2014-04-15 07:00:00,647.74,583.02,586.09,21075.0
H1,1397613600,2014-04-16 02:00:00,638.85,575.09,577.79,21075.0
H1,1397617200,2014-04-16 03:00:00,638.88,575.74,579.1,21075.0
H1,1397620800,2014-04-16 04:00:00,636.02,573.69,577.33,21075.0
H1,1397628000,2014-04-16 06:00:00,631.07,568.49,572.35,21075.0
H1,1397631600,2014-04-16 07:00:00,634.76,572.46,574.29,21075.0
H1,1397700000,2014-04-17 02:00:00,639.09,575.78,577.2,21075.0
H1,1397703600,2014-04-17 03:00:00,642.65,578.6,581.21,21075.0
H1,1397707200,2014-04-17 04:00:00,645.41,580.98,583.38,21075.0
H1,1397714400,2014-04-17 06:00:00,639.91,576.31,577.67,21075.0
H1,1397718000,2014-04-17 07:00:00,642.48,578.78,580.31,21075.0
H1,1397786400,2014-04-18 02:00:00,637.59,574.42,577.32,21075.0
H1,1397790000,2014-04-18 03:00:00,628.8,566.5,570.17,21075.0
H1,1397793600,2014-04-18 04:00:00,634.1,570.72,574.96,21075.0
H1,1397800800,2014-04-18 06:00:00,631.93,568.62,572.65,21075.0
H1,1397804400,2014-04-18 07:00:00,621.13,560.35,565.33,21075.0
H1,1398045600,2014-04-21 02:00:00,621.22,559.56,565.14,21075.0
H1,1398049200,2014-04-21 03:00:00,622.82,561.31,567.06,21075.0
H1,1398052800,2014-04-21 04:00:00,622.23,560.38,566.22,21075.0
H1,1398060000,2014-04-21 06:00:00,620.45,558.36,564.27,21075.0
H1,1398063600,2014-04-21 07:00:00,613.67,552.82,558.14,21075.0
H1,1398132000,2014-04-22 02:00:00,613.36,552.28,557.59,21090.0
H1,1398135600,2014-04-22 03:00:00,615.96,553.76,558.93,21090.0
H1,1398139200,2014-04-22 04:00:00,617.47,554.73,559.38,21090.0
H1,1398146400,2014-04-22 06:00:00,623.01,560.0,563.67,21090.0
H1,1398150000,2014-04-22 07:00:00,630.88,567.25,569.87,21090.0
H1,1398218400,2014-04-23 02:00:00,634.84,570.34,571.89,21085.0
H1,1398222000,2014-04-23 03:00:00,634.37,569.8,572.37,21085.0
H1,1398225600,2014-04-23 04:00:00,635.43,570.61,572.91,21085.0
H1,1398232800,2014-04-23 06:00:00,630.7,566.3,568.92,21085.0
H1,1398236400,2014-04-23 07:00:00,629.78,565.63,569.36,21085.0
H1,1398304800,2014-04-24 02:00:00,631.18,566.82,570.78,21080.0
H1,1398308400,2014-04-24 03:00:00,630.58,566.07,569.54,21080.0
H1,1398312000,2014-04-24 04:00:00,630.09,565.61,568.98,21080.0
H1,1398319200,2014-04-24 06:00:00,630.4,566.1,569.5,21080.0
H1,1398322800,2014-04-24 07:00:00,629.16,565.38,570.46,21080.0
H1,1398391200,2014-04-25 02:00:00,631.47,567.2,575.29,21080.0
H1,1398394800,2014-04-25 03:00:00,633.53,568.54,577.03,21080.0
H1,1398398400,2014-04-25 04:00:00,634.81,569.66,577.87,21080.0
H1,1398405600,2014-04-25 06:00:00,634.76,570.01,578.63,21080.0
H1,1398409200,2014-04-25 07:00:00,636.35,571.41,578.92,21080.0
H1,1398650400,2014-04-28 02:00:00,633.74,569.44,577.09,21060.0
H1,1398654000,2014-04-28 03:00:00,636.28,571.3,579.87,21060.0
H1,1398657600,2014-04-28 04:00:00,634.68,570.22,578.11,21060.0
H1,1398664800,2014-04-28 06:00:00,633.8,569.24,577.19,21060.0
H1,1398668400,2014-04-28 07:00:00,628.9,565.0,573.1,21060.0
H1,1398736800,2014-04-29 02:00:00,630.44,566.22,574.86,21060.0
H1,1398740400,2014-04-29 03:00:00,628.01,563.94,573.25,21060.0
H1,1398744000,2014-04-29 04:00:00,628.81,564.71,574.15,21060.0
H1,1398751200,2014-04-29 06:00:00,631.18,566.98,576.6,21060.0
H1,1398754800,2014-04-29 07:00:00,632.1,567.71,578.0,21060.0
H1,1399255200,2014-05-05 02:00:00,627.57,564.57,577.17,21075.0
H1,1399258800,2014-05-05 03:00:00,622.56,560.02,571.78,21075.0
H1,1399262400,2014-05-05 04:00:00,622.95,560.26,572.23,21075.0
H1,1399269600,2014-05-05 06:00:00,618.05,555.73,567.97,21075.0
H1,1399273200,2014-05-05 07:00:00,614.36,552.68,564.85,21075.0
H1,1399341600,2014-05-06 02:00:00,608.05,546.29,557.86,21070.0
H1,1399345200,2014-05-06 03:00:00,604.65,543.25,554.78,21070.0
H1,1399348800,2014-05-06 04:00:00,601.29,540.0,552.37,21070.0
H1,1399356000,2014-05-06 06:00:00,599.6,538.41,550.42,21070.0
H1,1399359600,2014-05-06 07:00:00,605.2,543.7,555.11,21070.0
H1,1399428000,2014-05-07 02:00:00,605.23,543.46,556.02,21080.0
H1,1399431600,2014-05-07 03:00:00,609.1,546.72,558.43,21080.0
H1,1399435200,2014-05-07 04:00:00,609.46,547.0,558.93,21080.0
H1,1399442400,2014-05-07 06:00:00,611.73,548.54,560.79,21080.0
H1,1399446000,2014-05-07 07:00:00,609.51,547.16,559.97,21080.0
H1,1399514400,2014-05-08 02:00:00,584.85,525.09,538.81,21061.0
H1,1399518000,2014-05-08 03:00:00,576.21,517.55,529.42,21061.0
H1,1399521600,2014-05-08 04:00:00,574.99,516.13,526.96,21061.0
H1,1399528800,2014-05-08 06:00:00,574.34,515.8,526.36,21061.0
H1,1399532400,2014-05-08 07:00:00,575.31,516.87,527.09,21061.0
H1,1399600800,2014-05-09 02:00:00,578.25,518.97,528.97,21061.0
H1,1399604400,2014-05-09 03:00:00,582.52,522.51,533.18,21061.0
H1,1399608000,2014-05-09 04:00:00,584.68,524.6,535.17,21061.0
H1,1399615200,2014-05-09 06:00:00,585.99,525.41,539.55,21061.0
H1,1399618800,2014-05-09 07:00:00,587.91,527.15,542.46,21061.0
H1,1399860000,2014-05-12 02:00:00,562.45,504.93,519.81,21075.0
H1,1399863600,2014-05-12 03:00:00,564.66,506.23,521.65,21075.0
H1,1399867200,2014-05-12 04:00:00,561.9,503.97,517.85,21075.0
H1,1399874400,2014-05-12 06:00:00,559.44,501.72,514.12,21075.0
H1,1399878000,2014-05-12 07:00:00,563.3,504.63,517.05,21075.0
H1,1399946400,2014-05-13 02:00:00,556.6,498.21,511.34,21085.0
H1,1399950000,2014-05-13 03:00:00,561.93,502.14,516.05,21085.0
H1,1399953600,2014-05-13 04:00:00,560.93,500.93,514.96,21085.0
H1,1399960800,2014-05-13 06:00:00,558.36,498.25,512.11,21085.0
H1,1399964400,2014-05-13 07:00:00,560.11,500.23,513.91,21085.0
H1,1400032800,2014-05-14 02:00:00,564.34,502.99,516.55,21100.0
H1,1400036400,2014-05-14 03:00:00,569.64,507.6,520.56,21100.0
H1,1400040000,2014-05-14 04:00:00,571.35,508.68,521.01,21100.0
H1,1400047200,2014-05-14 06:00:00,580.14,517.11,529.29,21100.0
H1,1400050800,2014-05-14 07:00:00,581.83,518.62,529.53,21100.0
H1,1400119200,2014-05-15 02:00:00,589.23,525.05,535.01,21140.0
H1,1400122800,2014-05-15 03:00:00,589.14,525.09,536.37,21140.0
H1,1400126400,2014-05-15 04:00:00,586.49,522.94,534.77,21140.0
H1,1400133600,2014-05-15 06:00:00,575.79,512.72,524.17,21140.0
H1,1400137200,2014-05-15 07:00:00,575.53,512.86,524.05,21140.0
H1,1400205600,2014-05-16 02:00:00,570.8,509.43,520.55,21140.0
H1,1400209200,2014-05-16 03:00:00,573.0,511.33,523.33,21140.0
H1,1400212800,2014-05-16 04:00:00,575.72,513.46,525.62,21140.0
H1,1400220000,2014-05-16 06:00:00,580.79,517.93,527.58,21140.0
H1,1400223600,2014-05-16 07:00:00,581.93,519.31,529.49,21140.0
H1,1400464800,2014-05-19 02:00:00,583.13,520.47,529.27,21130.0
H1,1400468400,2014-05-19 03:00:00,583.55,520.7,527.93,21130.0
H1,1400472000,2014-05-19 04:00:00,584.53,521.58,528.2,21130.0
H1,1400479200,2014-05-19 06:00:00,589.45,526.36,533.41,21130.0
H1,1400482800,2014-05-19 07:00:00,589.31,526.44,533.04,21130.0
H1,1400551200,2014-05-20 02:00:00,586.47,523.9,531.69,21130.0
H1,1400554800,2014-05-20 03:00:00,585.48,523.06,531.54,21130.0
H1,1400558400,2014-05-20 04:00:00,588.45,525.94,534.77,21130.0
H1,1400565600,2014-05-20 06:00:00,589.51,527.3,536.88,21130.0
H1,1400569200,2014-05-20 07:00:00,590.27,528.24,537.52,21130.0
H1,1400637600,2014-05-21 02:00:00,588.12,527.13,536.66,21110.0
H1,1400641200,2014-05-21 03:00:00,594.35,532.66,540.99,21110.0
H1,1400644800,2014-05-21 04:00:00,593.87,532.13,540.48,21110.0
H1,1400652000,2014-05-21 06:00:00,596.05,534.31,542.09,21110.0
H1,1400655600,2014-05-21 07:00:00,596.82,535.09,543.88,21110.0
H1,1400724000,2014-05-22 02:00:00,597.38,535.91,545.86,21125.0
H1,1400727600,2014-05-22 03:00:00,595.68,534.07,543.87,21125.0
H1,1400731200,2014-05-22 04:00:00,596.94,535.46,545.4,21125.0
H1,1400738400,2014-05-22 06:00:00,597.02,535.17,545.91,21125.0
H1,1400742000,2014-05-22 07:00:00,592.75,531.85,541.73,21125.0
H1,1400810400,2014-05-23 02:00:00,594.78,533.43,543.84,21125.0
H1,1400814000,2014-05-23 03:00:00,595.75,533.86,543.43,21125.0
H1,1400817600,2014-05-23 04:00:00,596.56,534.34,544.19,21125.0
H1,1400824800,2014-05-23 06:00:00,593.45,531.41,541.21,21125.0
H1,1400828400,2014-05-23 07:00:00,594.35,532.5,541.49,21125.0
H1,1401069600,2014-05-26 02:00:00,591.49,530.03,539.39,21120.0
H1,1401073200,2014-05-26 03:00:00,594.18,532.46,541.46,21120.0
H1,1401076800,2014-05-26 04:00:00,595.01,532.94,542.52,21120.0
H1,1401084000,2014-05-26 06:00:00,596.99,534.78,543.83,21120.0
H1,1401087600,2014-05-26 07:00:00,596.24,534.5,544.06,21120.0
H1,1401156000,2014-05-27 02:00:00,599.22,536.75,545.45,21140.0
H1,1401159600,2014-05-27 03:00:00,597.82,535.3,544.52,21140.0
H1,1401163200,2014-05-27 04:00:00,599.68,537.38,546.75,21140.0
H1,1401170400,2014-05-27 06:00:00,604.68,541.57,551.21,21140.0
H1,1401174000,2014-05-27 07:00:00,605.87,542.78,552.75,21140.0
H1,1401242400,2014-05-28 02:00:00,611.04,546.5,554.6,21140.0
H1,1401246000,2014-05-28 03:00:00,613.34,548.34,555.82,21140.0
H1,1401249600,2014-05-28 04:00:00,612.95,547.84,554.6,21140.0
H1,1401256800,2014-05-28 06:00:00,612.57,547.52,555.49,21140.0
H1,1401260400,2014-05-28 07:00:00,614.88,549.69,557.34,21140.0
H1,1401328800,2014-05-29 02:00:00,618.71,552.61,558.45,21135.0
H1,1401332400,2014-05-29 03:00:00,621.47,554.76,561.81,21135.0
H1,1401336000,2014-05-29 04:00:00,619.71,553.22,559.89,21135.0
H1,1401343200,2014-05-29 06:00:00,613.57,547.77,556.58,21135.0
H1,1401346800,2014-05-29 07:00:00,615.01,549.13,558.45,21135.0
H1,1401415200,2014-05-30 02:00:00,615.99,549.94,560.92,21135.0
H1,1401418800,2014-05-30 03:00:00,616.03,549.92,561.22,21135.0
H1,1401422400,2014-05-30 04:00:00,617.52,551.07,561.46,21135.0
H1,1401429600,2014-05-30 06:00:00,616.64,550.71,561.73,21135.0
H1,1401433200,2014-05-30 07:00:00,618.0,551.53,562.02,21135.0
H1,1401674400,2014-06-02 02:00:00,614.88,549.09,560.89,21190.0
H1,1401678000,2014-06-02 03:00:00,614.3,548.28,560.1,21190.0
H1,1401681600,2014-06-02 04:00:00,610.36,545.01,556.59,21190.0
H1,1401688800,2014-06-02 06:00:00,612.2,545.99,557.45,21190.0
H1,1401692400,2014-06-02 07:00:00,610.99,545.32,556.8,21190.0
H1,1401760800,2014-06-03 02:00:00,609.57,544.21,556.28,21190.0
H1,1401764400,2014-06-03 03:00:00,613.34,547.26,560.12,21190.0
H1,1401768000,2014-06-03 04:00:00,613.27,547.26,559.75,21190.0
H1,1401775200,2014-06-03 06:00:00,611.68,545.63,557.89,21190.0
H1,1401778800,2014-06-03 07:00:00,612.49,546.47,558.76,21190.0
H1,1401847200,2014-06-04 02:00:00,611.14,545.24,557.8,21180.0
H1,1401850800,2014-06-04 03:00:00,609.47,543.82,557.69,21180.0
H1,1401854400,2014-06-04 04:00:00,608.56,543.1,556.68,21180.0
H1,1401861600,2014-06-04 06:00:00,605.84,540.55,554.12,21180.0
H1,1401865200,2014-06-04 07:00:00,603.83,538.64,553.46,21180.0
H1,1401933600,2014-06-05 02:00:00,599.88,535.7,550.79,21160.0
H1,1401937200,2014-06-05 03:00:00,600.44,536.11,550.4,21160.0
H1,1401940800,2014-06-05 04:00:00,602.0,537.66,552.0,21160.0
H1,1401948000,2014-06-05 06:00:00,604.23,539.91,553.67,21160.0
H1,1401951600,2014-06-05 07:00:00,601.6,537.92,551.1,21160.0
H1,1402020000,2014-06-06 02:00:00,604.57,540.39,553.89,21160.0
H1,1402023600,2014-06-06 03:00:00,603.83,539.61,553.78,21160.0
H1,1402027200,2014-06-06 04:00:00,603.22,539.62,553.55,21160.0
H1,1402034400,2014-06-06 06:00:00,603.25,539.38,553.43,21160.0
H1,1402038000,2014-06-06 07:00:00,608.48,543.87,559.04,21160.0
H1,1402279200,2014-06-09 02:00:00,607.0,543.02,561.73,21120.0
H1,1402282800,2014-06-09 03:00:00,610.36,545.95,564.8,21120.0
H1,1402286400,2014-06-09 04:00:00,614.11,549.27,569.42,21120.0
H1,1402293600,2014-06-09 06:00:00,612.33,547.91,566.5,21120.0
H1,1402297200,2014-06-09 07:00:00,610.92,546.94,565.61,21120.0
H1,1402365600,2014-06-10 02:00:00,611.81,547.52,569.17,21195.0
H1,1402369200,2014-06-10 03:00:00,610.89,546.45,569.24,21195.0
H1,1402372800,2014-06-10 04:00:00,611.98,546.91,570.08,21195.0
H1,1402380000,2014-06-10 06:00:00,611.17,546.15,568.7,21195.0
H1,1402383600,2014-06-10 07:00:00,608.59,544.15,566.89,21195.0
H1,1402452000,2014-06-11 02:00:00,610.12,545.97,567.18,21195.0
H1,1402455600,2014-06-11 03:00:00,611.49,547.05,568.62,21195.0
H1,1402459200,2014-06-11 04:00:00,611.11,546.86,568.6,21195.0
H1,1402466400,2014-06-11 06:00:00,613.92,549.05,571.35,21195.0
H1,1402470000,2014-06-11 07:00:00,615.52,549.84,570.36,21195.0
H1,1402538400,2014-06-12 02:00:00,615.84,550.58,572.03,21200.0
H1,1402542000,2014-06-12 03:00:00,617.23,551.73,574.32,21200.0
H1,1402545600,2014-06-12 04:00:00,616.96,551.4,572.87,21200.0
H1,1402552800,2014-06-12 06:00:00,615.8,550.39,572.17,21200.0
H1,1402556400,2014-06-12 07:00:00,616.11,550.97,573.77,21200.0
H1,1402624800,2014-06-13 02:00:00,617.81,552.34,575.56,21200.0
H1,1402628400,2014-06-13 03:00:00,618.68,552.84,575.97,21200.0
H1,1402632000,2014-06-13 04:00:00,617.98,552.38,574.7,21200.0
H1,1402639200,2014-06-13 06:00:00,618.53,552.99,575.11,21200.0
H1,1402642800,2014-06-13 07:00:00,617.73,552.3,574.48,21200.0
H1,1402884000,2014-06-16 02:00:00,618.89,552.96,574.6,21200.0
H1,1402887600,2014-06-16 03:00:00,618.28,552.34,573.2,21200.0
H1,1402891200,2014-06-16 04:00:00,619.57,553.19,574.42,21200.0
H1,1402898400,2014-06-16 06:00:00,618.82,552.61,573.21,21200.0
H1,1402902000,2014-06-16 07:00:00,618.62,552.62,572.37,21200.0
H1,1402970400,2014-06-17 02:00:00,618.9,552.82,571.09,21185.0
H1,1402974000,2014-06-17 03:00:00,621.52,555.04,572.5,21185.0
H1,1402977600,2014-06-17 04:00:00,621.74,555.3,572.45,21185.0
H1,1402984800,2014-06-17 06:00:00,621.54,555.14,572.19,21185.0
H1,1402988400,2014-06-17 07:00:00,620.61,555.06,572.25,21185.0
H1,1403056800,2014-06-18 02:00:00,622.5,556.54,574.57,21295.0
H1,1403060400,2014-06-18 03:00:00,621.02,555.1,573.48,21295.0
H1,1403064000,2014-06-18 04:00:00,621.06,555.19,572.65,21295.0
H1,1403071200,2014-06-18 06:00:00,620.45,554.8,572.02,21295.0
H1,1403074800,2014-06-18 07:00:00,618.61,553.64,570.03,21295.0
H1,1403143200,2014-06-19 02:00:00,612.1,547.97,564.98,21280.0
H1,1403146800,2014-06-19 03:00:00,609.06,545.01,564.38,21280.0
H1,1403150400,2014-06-19 04:00:00,612.68,548.0,566.7,21280.0
H1,1403157600,2014-06-19 06:00:00,616.24,550.99,568.97,21280.0
H1,1403161200,2014-06-19 07:00:00,613.82,549.29,567.35,21280.0
H1,1403229600,2014-06-20 02:00:00,617.22,552.1,569.23,21280.0
H1,1403233200,2014-06-20 03:00:00,616.15,551.58,569.72,21280.0
H1,1403236800,2014-06-20 04:00:00,615.59,550.95,569.25,21280.0
H1,1403244000,2014-06-20 06:00:00,614.55,549.93,566.17,21280.0
H1,1403247600,2014-06-20 07:00:00,607.23,544.34,560.78,21280.0
H1,1403488800,2014-06-23 02:00:00,610.69,546.96,564.0,21280.0
H1,1403492400,2014-06-23 03:00:00,612.69,548.45,565.83,21280.0
H1,1403496000,2014-06-23 04:00:00,611.75,547.66,565.27,21280.0
H1,1403503200,2014-06-23 06:00:00,610.28,546.31,564.44,21280.0
H1,1403506800,2014-06-23 07:00:00,609.99,546.17,565.92,21280.0
H1,1403575200,2014-06-24 02:00:00,611.94,547.94,569.44,21300.0
H1,1403578800,2014-06-24 03:00:00,611.13,546.97,567.35,21300.0
H1,1403582400,2014-06-24 04:00:00,611.22,547.13,567.52,21300.0
H1,1403589600,2014-06-24 06:00:00,612.77,548.61,569.57,21300.0
H1,1403593200,2014-06-24 07:00:00,612.54,548.47,569.74,21300.0
H1,1403661600,2014-06-25 02:00:00,614.19,550.19,570.64,21300.0
H1,1403665200,2014-06-25 03:00:00,615.91,551.77,570.99,21300.0
H1,1403668800,2014-06-25 04:00:00,618.28,553.64,574.49,21300.0
H1,1403676000,2014-06-25 06:00:00,616.95,552.68,572.56,21300.0
H1,1403679600,2014-06-25 07:00:00,618.1,553.58,572.27,21300.0
H1,1403748000,2014-06-26 02:00:00,621.2,556.18,575.29,21300.0
H1,1403751600,2014-06-26 03:00:00,620.37,555.41,575.21,21300.0
H1,1403755200,2014-06-26 04:00:00,622.13,556.69,575.89,21300.0
H1,1403762400,2014-06-26 06:00:00,621.78,556.84,578.01,21300.0
H1,1403766000,2014-06-26 07:00:00,619.91,555.36,576.4,21300.0
H1,1403834400,2014-06-27 02:00:00,618.28,553.99,577.6,21300.0
H1,1403838000,2014-06-27 03:00:00,619.29,554.53,577.97,21300.0
H1,1403841600,2014-06-27 04:00:00,618.63,554.13,576.64,21300.0
H1,1403848800,2014-06-27 06:00:00,620.02,555.15,579.5,21300.0
H1,1403852400,2014-06-27 07:00:00,616.85,552.79,578.82,21300.0
H1,1404093600,2014-06-30 02:00:00,617.83,553.7,579.28,21300.0
H1,1404097200,2014-06-30 03:00:00,618.45,554.47,581.12,21300.0
H1,1404100800,2014-06-30 04:00:00,616.68,553.01,580.17,21300.0
H1,1404108000,2014-06-30 06:00:00,618.17,553.88,580.81,21300.0
H1,1404111600,2014-06-30 07:00:00,615.06,551.77,578.13,21300.0
H1,1404180000,2014-07-01 02:00:00,618.1,554.01,579.62,21290.0
H1,1404183600,2014-07-01 03:00:00,618.11,553.88,578.26,21290.0
H1,1404187200,2014-07-01 04:00:00,619.46,555.04,580.42,21290.0
H1,1404194400,2014-07-01 06:00:00,619.84,555.37,579.43,21290.0
H1,1404198000,2014-07-01 07:00:00,617.96,553.48,578.07,21290.0
H1,1404266400,2014-07-02 02:00:00,618.44,554.19,577.42,21290.0
H1,1404270000,2014-07-02 03:00:00,619.13,554.79,578.85,21290.0
H1,1404273600,2014-07-02 04:00:00,621.26,556.75,580.63,21290.0
H1,1404280800,2014-07-02 06:00:00,621.31,556.99,580.18,21290.0
H1,1404284400,2014-07-02 07:00:00,620.2,556.22,578.8,21290.0
H1,1404352800,2014-07-03 02:00:00,624.24,559.97,581.0,21290.0
H1,1404356400,2014-07-03 03:00:00,625.5,561.24,584.61,21290.0
H1,1404360000,2014-07-03 04:00:00,624.52,560.27,582.36,21290.0
H1,1404367200,2014-07-03 06:00:00,623.89,559.64,583.05,21290.0
H1,1404370800,2014-07-03 07:00:00,627.17,562.29,585.02,21290.0
H1,1404439200,2014-07-04 02:00:00,632.12,566.43,588.75,21290.0
H1,1404442800,2014-07-04 03:00:00,632.4,566.88,590.25,21290.0
H1,1404446400,2014-07-04 04:00:00,631.64,566.33,589.77,21290.0
H1,1404453600,2014-07-04 06:00:00,630.55,565.3,589.07,21290.0
H1,1404457200,2014-07-04 07:00:00,631.02,565.56,589.35,21290.0
H1,1404698400,2014-07-07 02:00:00,636.58,570.46,592.97,21235.0
H1,1404702000,2014-07-07 03:00:00,635.77,569.57,591.23,21235.0
H1,1404705600,2014-07-07 04:00:00,637.49,571.26,592.51,21235.0
H1,1404712800,2014-07-07 06:00:00,638.05,571.6,593.69,21235.0
H1,1404716400,2014-07-07 07:00:00,636.75,570.5,590.69,21235.0
H1,1404784800,2014-07-08 02:00:00,636.74,570.53,591.96,21245.0
H1,1404788400,2014-07-08 03:00:00,635.51,569.58,591.05,21245.0
H1,1404792000,2014-07-08 04:00:00,632.33,566.72,588.77,21245.0
H1,1404799200,2014-07-08 06:00:00,635.72,569.83,591.08,21245.0
H1,1404802800,2014-07-08 07:00:00,636.21,569.97,591.47,21245.0
