timeframe,time,datetime,VN30,VN100,VNINDEX,USDVND
1D,1390788000,2014-01-27,624.70001221,559.89,556.52001953,21035.0
1D,1391652000,2014-02-06,626.30999756,561.68,554.67999268,21085.0
1D,1391738400,2014-02-07,622.82000732,558.81,549.76000977,21085.0
1D,1391997600,2014-02-10,631.41998291,566.94,555.90002441,21090.0
1D,1392084000,2014-02-11,627.40002441,563.81,553.90002441,21080.0
1D,1392170400,2014-02-12,637.78997803,572.95,564.25,21085.0
1D,1392256800,2014-02-13,641.72998047,576.53,570.17999268,21070.0
1D,1392343200,2014-02-14,641.40997314,576.72,572.2199707,21070.0
1D,1392602400,2014-02-17,638.79998779,575.1,570.20001221,21055.0
1D,1392688800,2014-02-18,645.59997559,581.24,574.55999756,21080.0
1D,1392775200,2014-02-19,650.42999268,586.22,578.11999512,21050.0
1D,1392861600,2014-02-20,638.70001221,575.63,571.03997803,21085.0
1D,1392948000,2014-02-21,639.36999512,576.11,570.57000732,21085.0
1D,1393207200,2014-02-24,648.48999023,584.02,576.58001709,21085.0
1D,1393293600,2014-02-25,661.5300293,593.78,586.20001221,21055.0
1D,1393380000,2014-02-26,667.90997314,598.59,589.80999756,21080.0
1D,1393466400,2014-02-27,662.73999023,593.28,584.78997803,21080.0
1D,1393552800,2014-02-28,663.80999756,594.39,586.47998047,21080.0
1D,1393812000,2014-03-03,643.95001221,578.02,573.38000488,21080.0
1D,1393898400,2014-03-04,638.78997803,574.14,569.9699707,21080.0
1D,1393984800,2014-03-05,645.76000977,580.43,574.94000244,21050.0
1D,1394071200,2014-03-06,648.61999512,583.43,578.55999756,21055.0
1D,1394157600,2014-03-07,651.46002197,585.97,579.75,21055.0
1D,1394416800,2014-03-10,655.79998779,589.16,583.69000244,21080.0
1D,1394503200,2014-03-11,661.60998535,593.38,588.5,21080.0
1D,1394589600,2014-03-12,663.84002686,595.21,590.02001953,21080.0
1D,1394676000,2014-03-13,669.21002197,600.64,595.2199707,21080.0
1D,1394762400,2014-03-14,668.39001465,601.79,596.83001709,21080.0
1D,1395021600,2014-03-17,672.15002441,605.5,600.35998535,21075.0
1D,1395108000,2014-03-18,673.67999268,606.79,599.84997559,21075.0
1D,1395194400,2014-03-19,681.94000244,613.92,605.59002686,21075.0
1D,1395280800,2014-03-20,676.08001709,608.77,600.26000977,21075.0
1D,1395367200,2014-03-21,679.97998047,611.84,601.75,21075.0
1D,1395626400,2014-03-24,689.32000732,619.86,607.54998779,21075.0
1D,1395712800,2014-03-25,682.75,613.8,601.84997559,21075.0
1D,1395799200,2014-03-26,664.86999512,599.04,588.05999756,21080.0
1D,1395885600,2014-03-27,669.89001465,602.89,590.14001465,21085.0
1D,1395972000,2014-03-28,676.30999756,607.53,594.28997803,21085.0
1D,1396231200,2014-03-31,670.42999268,602.93,591.57000732,21075.0
1D,1396317600,2014-04-01,660.13000488,593.13,583.84997559,21075.0
1D,1396404000,2014-04-02,658.01000977,590.78,581.66998291,21070.0
1D,1396490400,2014-04-03,664.88000488,598.08,589.44000244,21070.0
1D,1396576800,2014-04-04,667.33001709,600.21,593.03997803,21070.0
1D,1396836000,2014-04-07,672.9699707,605.31,600.57000732,21075.0
1D,1396922400,2014-04-08,672.05999756,604.88,603.25,21045.0
1D,1397095200,2014-04-10,670.05999756,603.14,601.33001709,21094.0
1D,1397181600,2014-04-11,665.84997559,599.28,600.57000732,21094.0
1D,1397440800,2014-04-14,661.11999512,594.91,596.10998535,21095.0
1D,1397527200,2014-04-15,647.73999023,583.02,586.09002686,21075.0
1D,1397613600,2014-04-16,634.76000977,572.46,574.28997803,21075.0
1D,1397700000,2014-04-17,642.47998047,578.78,580.30999756,21075.0
1D,1397786400,2014-04-18,621.13000488,560.35,565.33001709,21075.0
1D,1398045600,2014-04-21,613.66998291,552.82,558.14001465,21075.0
1D,1398132000,2014-04-22,630.88000488,567.25,569.86999512,21090.0
1D,1398218400,2014-04-23,629.7800293,565.63,569.35998535,21085.0
1D,1398304800,2014-04-24,629.15997314,565.38,570.46002197,21080.0
1D,1398391200,2014-04-25,636.34997559,571.41,578.91998291,21080.0
1D,1398650400,2014-04-28,628.90002441,565.0,573.09997559,21060.0
1D,1398736800,2014-04-29,632.09997559,567.71,578.0,21060.0
1D,1399255200,2014-05-05,614.35998535,552.68,564.84997559,21075.0
1D,1399341600,2014-05-06,605.20001221,543.7,555.10998535,21070.0
1D,1399428000,2014-05-07,609.51000977,547.16,559.9699707,21080.0
1D,1399514400,2014-05-08,575.30999756,516.87,527.09002686,21061.0
1D,1399600800,2014-05-09,587.90997314,527.15,542.46002197,21061.0
1D,1399860000,2014-05-12,563.29998779,504.63,517.04998779,21075.0
1D,1399946400,2014-05-13,560.10998535,500.23,513.90997314,21085.0
1D,1400032800,2014-05-14,581.83001709,518.62,529.5300293,21100.0
1D,1400119200,2014-05-15,575.5300293,512.86,524.04998779,21140.0
1D,1400205600,2014-05-16,581.92999268,519.31,529.48999023,21140.0
1D,1400464800,2014-05-19,589.30999756,526.44,533.03997803,21130.0
1D,1400551200,2014-05-20,590.27001953,528.24,537.52001953,21130.0
1D,1400637600,2014-05-21,596.82000732,535.09,543.88000488,21110.0
1D,1400724000,2014-05-22,592.75,531.85,541.72998047,21125.0
1D,1400810400,2014-05-23,594.34997559,532.5,541.48999023,21125.0
1D,1401069600,2014-05-26,596.23999023,534.5,544.05999756,21120.0
1D,1401156000,2014-05-27,605.86999512,542.78,552.75,21140.0
1D,1401242400,2014-05-28,614.88000488,549.69,557.34002686,21140.0
1D,1401328800,2014-05-29,615.01000977,549.13,558.45001221,21135.0
1D,1401415200,2014-05-30,618.0,551.53,562.02001953,21135.0
1D,1401674400,2014-06-02,610.98999023,545.32,556.79998779,21190.0
1D,1401760800,2014-06-03,612.48999023,546.47,558.76000977,21190.0
1D,1401847200,2014-06-04,603.83001709,538.64,553.46002197,21180.0
1D,1401933600,2014-06-05,601.59997559,537.92,551.09997559,21160.0
1D,1402020000,2014-06-06,608.47998047,543.87,559.03997803,21160.0
1D,1402279200,2014-06-09,610.91998291,546.94,565.60998535,21120.0
1D,1402365600,2014-06-10,608.59002686,544.15,566.89001465,21195.0
1D,1402452000,2014-06-11,615.52001953,549.84,570.35998535,21195.0
1D,1402538400,2014-06-12,616.10998535,550.97,573.77001953,21200.0
1D,1402624800,2014-06-13,617.72998047,552.3,574.47998047,21200.0
1D,1402884000,2014-06-16,618.61999512,552.62,572.36999512,21200.0
1D,1402970400,2014-06-17,620.60998535,555.06,572.25,21185.0
1D,1403056800,2014-06-18,618.60998535,553.64,570.0300293,21295.0
1D,1403143200,2014-06-19,613.82000732,549.29,567.34997559,21280.0
1D,1403229600,2014-06-20,607.22998047,544.34,560.7800293,21280.0
1D,1403488800,2014-06-23,609.98999023,546.17,565.91998291,21280.0
1D,1403575200,2014-06-24,612.53997803,548.47,569.73999023,21300.0
1D,1403661600,2014-06-25,618.09997559,553.58,572.27001953,21300.0
1D,1403748000,2014-06-26,619.90997314,555.36,576.40002441,21300.0
1D,1403834400,2014-06-27,616.84997559,552.79,578.82000732,21300.0
1D,1404093600,2014-06-30,615.05999756,551.77,578.13000488,21300.0
1D,1404180000,2014-07-01,617.96002197,553.48,578.07000732,21290.0
1D,1404266400,2014-07-02,620.20001221,556.22,578.79998779,21290.0
1D,1404352800,2014-07-03,627.16998291,562.29,585.02001953,21290.0
1D,1404439200,2014-07-04,631.02001953,565.56,589.34997559,21290.0
1D,1404698400,2014-07-07,636.75,570.5,590.69000244,21235.0
1D,1404784800,2014-07-08,636.21002197,569.97,591.4699707,21245.0
1D,1404871200,2014-07-09,636.64001465,570.64,591.59997559,21175.0
1D,1404957600,2014-07-10,628.7800293,563.69,584.88000488,21170.0
1D,1405044000,2014-07-11,627.09997559,562.34,582.77001953,21170.0
1D,1405303200,2014-07-14,632.53997803,566.61,586.22998047,21170.0
1D,1405389600,2014-07-15,636.09002686,569.93,589.30999756,21170.0
1D,1405476000,2014-07-16,637.13000488,570.75,589.67999268,21170.0
1D,1405562400,2014-07-17,636.29998779,570.06,590.36999512,21185.0
1D,1405648800,2014-07-18,645.52001953,577.02,596.26000977,21185.0
1D,1405908000,2014-07-21,645.33001709,577.51,601.03997803,21190.0
1D,1405994400,2014-07-22,641.95001221,574.6,597.97998047,21200.0
1D,1406080800,2014-07-23,640.84002686,573.56,597.5,21210.0
1D,1406167200,2014-07-24,646.64001465,578.19,602.05999756,21200.0
1D,1406253600,2014-07-25,641.96002197,573.85,600.14001465,21200.0
1D,1406512800,2014-07-28,630.29998779,563.51,589.45001221,21220.0
1D,1406599200,2014-07-29,633.58001709,566.69,592.23999023,21220.0
1D,1406685600,2014-07-30,629.07000732,562.98,589.33001709,21230.0
1D,1406772000,2014-07-31,637.03997803,569.27,596.07000732,21220.0
1D,1406858400,2014-08-01,635.01000977,567.67,593.90002441,21220.0
1D,1407117600,2014-08-04,638.97998047,570.74,599.03997803,21210.0
1D,1407204000,2014-08-05,643.55999756,575.94,607.72998047,21190.0
1D,1407290400,2014-08-06,644.0,576.42,606.70001221,21180.0
1D,1407376800,2014-08-07,644.19000244,577.36,607.61999512,21180.0
1D,1407463200,2014-08-08,641.92999268,575.93,605.42999268,21180.0
1D,1407722400,2014-08-11,638.2199707,572.63,602.13000488,21170.0
1D,1407808800,2014-08-12,639.96002197,573.1,601.7800293,21175.0
1D,1407895200,2014-08-13,645.16998291,577.57,602.76000977,21180.0
1D,1407981600,2014-08-14,649.84997559,581.1,605.25,21180.0
1D,1408068000,2014-08-15,645.13000488,577.52,604.23999023,21180.0
1D,1408327200,2014-08-18,647.0,579.1,605.08001709,21175.0
1D,1408413600,2014-08-19,645.46002197,577.39,604.64001465,21175.0
1D,1408500000,2014-08-20,645.44000244,577.73,606.70001221,21175.0
1D,1408586400,2014-08-21,649.94000244,581.61,612.94000244,21170.0
1D,1408672800,2014-08-22,654.96002197,586.29,620.14001465,21170.0
1D,1408932000,2014-08-25,661.76000977,591.78,625.88000488,21185.0
1D,1409018400,2014-08-26,668.25,596.51,629.05999756,21170.0
1D,1409104800,2014-08-27,667.90002441,596.76,628.77001953,21170.0
1D,1409191200,2014-08-28,668.96002197,597.67,632.0300293,21170.0
1D,1409277600,2014-08-29,676.82000732,604.6,636.65002441,21170.0
1D,1409709600,2014-09-03,678.90002441,607.37,640.75,21170.0
1D,1409796000,2014-09-04,678.59002686,606.8,640.2199707,21170.0
1D,1409882400,2014-09-05,677.61999512,607.08,638.65002441,21170.0
1D,1410141600,2014-09-08,678.83001709,608.51,639.84997559,21180.0
1D,1410228000,2014-09-09,664.65002441,595.21,626.91998291,21180.0
1D,1410314400,2014-09-10,666.41998291,596.93,628.79998779,21180.0
1D,1410400800,2014-09-11,665.09002686,597.21,628.98999023,21170.0
1D,1410487200,2014-09-12,669.7800293,602.09,632.5,21170.0
1D,1410746400,2014-09-15,668.41998291,600.77,630.34002686,21175.0
1D,1410832800,2014-09-16,666.65997314,599.96,627.65997314,21175.0
1D,1410919200,2014-09-17,665.65997314,598.95,625.65997314,21190.0
1D,1411005600,2014-09-18,659.63000488,592.4,615.79998779,21180.0
1D,1411092000,2014-09-19,654.53997803,588.92,613.28997803,21180.0
1D,1411351200,2014-09-22,653.19000244,588.15,611.92999268,21200.0
1D,1411437600,2014-09-23,658.30999756,592.25,610.39001465,21190.0
1D,1411524000,2014-09-24,655.14001465,590.0,603.59002686,21195.0
1D,1411610400,2014-09-25,653.39001465,589.86,605.09997559,21195.0
1D,1411696800,2014-09-26,649.63000488,587.17,604.97998047,21195.0
1D,1411956000,2014-09-29,642.97998047,582.31,599.7800293,21205.0
1D,1412042400,2014-09-30,644.25,583.25,598.79998779,21220.0
1D,1412128800,2014-10-01,655.05999756,592.81,609.27001953,21235.0
1D,1412215200,2014-10-02,659.64001465,596.79,612.65997314,21190.0
1D,1412301600,2014-10-03,659.25,597.45,611.54998779,21190.0
1D,1412560800,2014-10-06,662.42999268,600.83,614.41998291,21260.0
1D,1412647200,2014-10-07,659.15997314,598.73,614.08001709,21240.0
1D,1412733600,2014-10-08,658.97998047,598.39,617.26000977,21185.0
1D,1412820000,2014-10-09,657.10998535,596.6,624.34002686,21220.0
1D,1412906400,2014-10-10,651.7199707,591.79,617.7199707,21220.0
1D,1413165600,2014-10-13,651.07000732,590.92,614.2199707,21195.0
1D,1413252000,2014-10-14,641.13000488,582.28,605.78997803,21215.0
1D,1413338400,2014-10-15,641.63000488,582.65,604.28997803,21200.0
1D,1413424800,2014-10-16,623.76000977,566.59,587.16998291,21220.0
1D,1413511200,2014-10-17,624.77001953,568.53,585.2800293,21220.0
1D,1413770400,2014-10-20,628.09002686,570.69,589.23999023,21240.0
1D,1413856800,2014-10-21,633.80999756,574.97,600.54998779,21220.0
1D,1413943200,2014-10-22,637.84997559,578.76,601.59002686,21240.0
1D,1414029600,2014-10-23,630.84002686,572.38,593.5300293,21250.0
1D,1414116000,2014-10-24,629.52001953,571.4,591.51000977,21250.0
1D,1414375200,2014-10-27,615.15002441,558.29,580.79998779,21240.0
1D,1414461600,2014-10-28,618.98999023,561.92,583.13000488,21245.0
1D,1414548000,2014-10-29,628.09997559,570.5,591.20001221,21220.0
1D,1414634400,2014-10-30,627.21002197,569.82,589.14001465,21255.0
1D,1414720800,2014-10-31,638.7800293,580.26,600.84002686,21255.0
1D,1414980000,2014-11-03,644.64001465,585.17,603.15002441,21250.0
1D,1415066400,2014-11-04,639.90997314,581.25,598.39001465,21228.0
1D,1415152800,2014-11-05,637.67999268,579.66998291,597.01000977,21260.0
1D,1415239200,2014-11-06,637.55999756,580.04998779,597.84997559,21270.0
1D,1415325600,2014-11-07,642.77001953,584.72998047,602.59002686,21270.0
1D,1415584800,2014-11-10,642.90002441,585.54998779,602.11999512,21270.0
1D,1415671200,2014-11-11,642.02001953,584.64001465,604.22998047,21270.0
1D,1415757600,2014-11-12,641.89001465,584.91998291,604.01000977,21290.0
1D,1415844000,2014-11-13,638.86999512,582.63000488,603.15997314,21290.0
1D,1415930400,2014-11-14,637.90002441,581.34002686,600.35998535,21290.0
1D,1416189600,2014-11-17,637.21002197,580.76000977,600.92999268,21355.0
1D,1416276000,2014-11-18,627.84002686,573.15997314,594.25,21280.0
1D,1416362400,2014-11-19,623.65997314,569.26000977,588.34997559,21295.0
1D,1416448800,2014-11-20,628.79998779,574.42999268,593.32000732,21345.0
1D,1416535200,2014-11-21,623.73999023,569.79998779,588.0300293,21345.0
1D,1416794400,2014-11-24,616.39001465,563.60998535,582.5300293,21370.0
1D,1416880800,2014-11-25,623.22998047,569.26000977,585.90997314,21380.0
1D,1416967200,2014-11-26,616.47998047,563.45001221,576.03997803,21380.0
1D,1417053600,2014-11-27,615.57000732,563.36999512,572.89001465,21300.0
1D,1417140000,2014-11-28,611.15002441,560.59002686,566.58001709,21300.0
1D,1417399200,2014-12-01,614.44000244,562.71002197,568.01000977,21370.0
1D,1417485600,2014-12-02,613.57000732,562.32000732,569.42999268,21320.0
1D,1417572000,2014-12-03,619.28997803,566.97998047,574.88000488,21340.0
1D,1417658400,2014-12-04,624.30999756,570.95001221,578.38000488,21310.0
1D,1417744800,2014-12-05,624.66998291,571.40002441,578.76000977,21310.0
1D,1418004000,2014-12-08,619.86999512,567.59002686,571.67999268,21340.0
1D,1418090400,2014-12-09,603.84997559,552.92999268,555.30999756,21340.0
1D,1418176800,2014-12-10,610.80999756,560.09997559,557.19000244,21340.0
1D,1418263200,2014-12-11,604.79998779,554.71002197,550.10998535,21370.0
1D,1418349600,2014-12-12,609.33001709,558.59997559,553.92999268,21370.0
1D,1418608800,2014-12-15,603.91998291,554.16998291,547.92999268,21305.0
1D,1418695200,2014-12-16,591.7800293,543.40997314,535.14001465,21370.0
1D,1418781600,2014-12-17,569.71002197,524.40997314,518.2199707,21370.0
1D,1418868000,2014-12-18,578.88000488,531.30999756,528.45001221,21370.0
1D,1418954400,2014-12-19,570.60998535,524.01000977,523.09002686,21370.0
1D,1419213600,2014-12-22,587.55999756,537.67999268,537.53997803,21365.0
1D,1419300000,2014-12-23,589.60998535,539.16998291,537.88000488,21370.0
1D,1419386400,2014-12-24,591.19000244,540.95001221,539.44000244,21370.0
1D,1419472800,2014-12-25,585.19000244,535.80999756,532.01000977,21370.0
1D,1419559200,2014-12-26,582.45001221,532.34997559,533.36999512,21370.0
1D,1419818400,2014-12-29,583.35998535,532.10998535,532.67999268,21380.0
1D,1419904800,2014-12-30,591.17999268,539.2199707,537.57000732,21380.0
1D,1419991200,2014-12-31,601.65997314,549.46002197,545.63000488,21380.0
1D,1420423200,2015-01-05,599.69000244,547.55999756,544.45001221,21350.0
1D,1420509600,2015-01-06,606.36999512,553.19000244,549.65997314,21365.0
1D,1420596000,2015-01-07,607.65002441,554.15002441,552.04998779,21360.0
1D,1420682400,2015-01-08,606.84997559,553.16998291,553.4699707,21340.0
1D,1420768800,2015-01-09,618.40997314,562.73999023,569.72998047,21340.0
1D,1421028000,2015-01-12,615.72998047,559.65997314,574.32000732,21315.0
1D,1421114400,2015-01-13,619.39001465,563.21002197,580.59997559,21310.0
1D,1421200800,2015-01-14,616.84002686,561.82000732,577.01000977,21315.0
1D,1421287200,2015-01-15,617.61999512,562.47998047,577.73999023,21315.0
1D,1421373600,2015-01-16,614.7199707,560.40997314,574.80999756,21315.0
1D,1421632800,2015-01-19,611.64001465,557.98999023,571.51000977,21330.0
1D,1421719200,2015-01-20,609.19000244,556.36999512,572.2199707,21350.0
1D,1421805600,2015-01-21,606.5300293,553.80999756,569.11999512,21330.0
1D,1421892000,2015-01-22,610.30999756,556.83001709,574.53997803,21320.0
1D,1421978400,2015-01-23,615.15997314,560.59002686,582.38000488,21320.0
1D,1422237600,2015-01-26,612.64001465,560.52001953,580.64001465,21305.0
1D,1422324000,2015-01-27,609.97998047,559.26000977,579.29998779,21320.0
1D,1422410400,2015-01-28,613.5300293,562.71002197,583.76000977,21275.0
1D,1422496800,2015-01-29,613.90002441,564.51000977,583.2800293,21274.0
1D,1422583200,2015-01-30,606.53997803,558.02001953,576.07000732,21274.0
1D,1422842400,2015-02-02,598.46002197,551.45001221,570.36999512,21230.0
1D,1422928800,2015-02-03,585.4699707,538.83001709,557.4699707,21315.0
1D,1423015200,2015-02-04,588.83001709,542.05999756,561.45001221,21279.0
1D,1423101600,2015-02-05,591.2800293,544.86999512,567.16998291,21277.0
1D,1423188000,2015-02-06,595.69000244,549.38000488,574.13000488,21277.0
1D,1423447200,2015-02-09,594.77001953,548.09997559,573.54998779,21160.0
1D,1423533600,2015-02-10,595.5300293,548.5300293,574.52001953,21271.0
1D,1423620000,2015-02-11,607.33001709,557.96002197,581.76000977,21275.0
1D,1423706400,2015-02-12,613.35998535,562.75,584.66998291,21300.0
1D,1423792800,2015-02-13,617.20001221,565.76000977,587.23999023,21300.0
1D,1424743200,2015-02-24,624.16998291,571.15002441,596.95001221,21345.0
1D,1424829600,2015-02-25,619.44000244,567.94000244,592.65997314,21335.0
1D,1424916000,2015-02-26,623.84002686,571.36999512,596.7199707,21325.0
1D,1425002400,2015-02-27,618.39001465,567.39001465,592.57000732,21325.0
1D,1425261600,2015-03-02,617.04998779,565.94000244,590.72998047,21320.0
1D,1425348000,2015-03-03,627.27001953,573.9699707,596.7199707,21335.0
1D,1425434400,2015-03-04,629.69000244,576.55999756,600.39001465,21350.0
1D,1425520800,2015-03-05,625.25,573.51000977,596.90997314,21320.0
1D,1425607200,2015-03-06,622.75,571.89001465,593.9699707,21320.0
1D,1425866400,2015-03-09,620.88000488,569.63000488,588.44000244,21320.0
1D,1425952800,2015-03-10,621.09997559,570.0,589.65997314,21325.0
1D,1426039200,2015-03-11,619.27001953,567.96002197,586.53997803,21335.0
1D,1426125600,2015-03-12,620.23999023,568.83001709,588.5300293,21360.0
1D,1426212000,2015-03-13,616.94000244,566.61999512,586.09997559,21360.0
1D,1426471200,2015-03-16,610.63000488,561.9699707,580.79998779,21450.0
1D,1426557600,2015-03-17,611.23999023,562.01000977,581.76000977,21475.0
1D,1426644000,2015-03-18,607.17999268,559.02001953,578.67999268,21455.0
1D,1426730400,2015-03-19,601.30999756,554.32000732,573.73999023,21465.0
1D,1426816800,2015-03-20,603.76000977,556.41998291,575.44000244,21465.0
1D,1427076000,2015-03-23,598.07000732,551.88000488,570.89001465,21500.0
1D,1427162400,2015-03-24,593.79998779,548.38000488,567.42999268,21475.0
1D,1427248800,2015-03-25,590.16998291,545.77001953,560.92999268,21485.0
1D,1427335200,2015-03-26,586.70001221,544.16998291,556.15997314,21500.0
1D,1427421600,2015-03-27,583.02001953,540.63000488,551.41998291,21500.0
1D,1427680800,2015-03-30,576.59997559,535.28997803,545.19000244,21520.0
1D,1427767200,2015-03-31,579.9699707,539.40997314,551.13000488,21530.0
1D,1427853600,2015-04-01,569.47998047,529.84997559,538.90997314,21560.0
1D,1427940000,2015-04-02,576.13000488,536.04998779,546.84997559,21565.0
1D,1428026400,2015-04-03,577.65997314,537.38000488,547.84997559,21565.0
1D,1428285600,2015-04-06,572.71002197,533.16998291,542.9699707,21575.0
1D,1428372000,2015-04-07,577.69000244,537.55999756,548.10998535,21580.0
1D,1428458400,2015-04-08,575.94000244,537.21002197,547.7199707,21580.0
1D,1428544800,2015-04-09,578.34997559,539.90997314,550.52001953,21580.0
1D,1428631200,2015-04-10,583.34002686,543.7199707,554.0300293,21580.0
1D,1428890400,2015-04-13,589.77001953,548.14001465,559.53997803,21575.0
1D,1428976800,2015-04-14,587.23999023,545.55999756,558.66998291,21580.0
1D,1429063200,2015-04-15,590.7800293,548.69000244,564.5,21602.0
1D,1429149600,2015-04-16,595.09002686,552.15997314,568.2800293,21560.0
1D,1429236000,2015-04-17,599.11999512,554.98999023,568.32000732,21560.0
1D,1429495200,2015-04-20,595.82000732,552.29998779,565.03997803,21555.0
1D,1429581600,2015-04-21,593.66998291,550.46002197,562.23999023,21584.0
1D,1429668000,2015-04-22,594.0,551.09002686,562.51000977,21560.0
1D,1429754400,2015-04-23,592.71002197,549.72998047,561.25,21565.0
1D,1429840800,2015-04-24,596.09997559,552.25,565.77001953,21565.0
1D,1430100000,2015-04-27,593.15002441,549.59997559,562.40002441,21550.0
1D,1430704800,2015-05-04,576.52001953,534.09997559,545.08001709,21620.0
1D,1430791200,2015-05-05,585.45001221,540.83001709,552.65002441,21620.0
1D,1430877600,2015-05-06,579.39001465,535.27001953,549.29998779,21645.0
1D,1430964000,2015-05-07,582.40002441,539.16998291,552.97998047,21645.0
1D,1431050400,2015-05-08,582.90997314,539.65002441,554.51000977,21645.0
1D,1431309600,2015-05-11,579.40997314,536.46002197,551.66998291,21680.0
1D,1431396000,2015-05-12,571.0,529.09997559,544.40997314,21705.0
1D,1431482400,2015-05-13,569.2800293,527.84002686,542.82000732,21775.0
1D,1431568800,2015-05-14,569.89001465,529.39001465,543.69000244,21735.0
1D,1431655200,2015-05-15,561.86999512,522.36999512,537.44000244,21735.0
1D,1431914400,2015-05-18,552.90002441,514.03997803,528.95001221,21780.0
1D,1432000800,2015-05-19,556.44000244,518.13000488,536.82000732,21790.0
1D,1432087200,2015-05-20,572.34002686,531.34002686,550.09997559,21785.0
1D,1432173600,2015-05-21,578.64001465,536.13000488,552.55999756,21770.0
1D,1432260000,2015-05-22,586.58001709,542.76000977,561.82000732,21770.0
1D,1432519200,2015-05-25,588.35998535,544.7800293,563.0,21795.0
1D,1432605600,2015-05-26,591.13000488,546.90997314,567.20001221,21780.0
1D,1432692000,2015-05-27,589.82000732,546.38000488,566.47998047,21785.0
1D,1432778400,2015-05-28,594.27001953,551.4699707,572.9699707,21785.0
1D,1432864800,2015-05-29,589.32000732,548.38000488,569.55999756,21785.0
1D,1433124000,2015-06-01,593.60998535,551.53997803,574.97998047,21790.0
1D,1433210400,2015-06-02,588.63000488,546.27001953,570.30999756,21790.0
1D,1433296800,2015-06-03,585.59997559,544.2800293,567.90002441,21790.0
1D,1433383200,2015-06-04,587.47998047,546.70001221,568.98999023,21785.0
1D,1433469600,2015-06-05,592.2199707,551.57000732,578.07000732,21785.0
1D,1433728800,2015-06-08,594.51000977,554.2199707,579.83001709,21780.0
1D,1433815200,2015-06-09,593.35998535,551.73999023,574.4699707,21775.0
1D,1433901600,2015-06-10,595.05999756,552.33001709,574.09997559,21750.0
1D,1433988000,2015-06-11,601.40002441,557.65997314,581.04998779,21760.0
1D,1434074400,2015-06-12,604.28997803,560.09997559,582.72998047,21760.0
1D,1434333600,2015-06-15,604.5300293,560.59002686,586.47998047,21775.0
1D,1434420000,2015-06-16,600.91998291,556.9699707,580.34997559,21765.0
1D,1434506400,2015-06-17,598.25,555.08001709,578.86999512,21785.0
1D,1434592800,2015-06-18,600.45001221,556.42999268,580.34997559,21780.0
1D,1434679200,2015-06-19,603.26000977,558.63000488,584.70001221,21780.0
1D,1434938400,2015-06-22,615.09997559,566.92999268,594.08001709,21780.0
1D,1435024800,2015-06-23,614.41998291,566.59002686,593.07000732,21770.0
1D,1435111200,2015-06-24,610.72998047,563.67999268,590.02001953,21818.0
1D,1435197600,2015-06-25,609.48999023,562.40997314,587.98999023,21814.0
1D,1435284000,2015-06-26,608.91998291,561.25,581.75,21814.0
1D,1435543200,2015-06-29,620.2199707,569.41998291,591.75,21808.0
1D,1435629600,2015-06-30,622.42999268,570.01000977,593.04998779,21780.0
1D,1435716000,2015-07-01,622.90997314,569.84002686,591.5,21780.0
1D,1435802400,2015-07-02,633.2800293,578.67999268,605.70001221,21780.0
1D,1435888800,2015-07-03,639.86999512,584.53997803,616.42999268,21780.0
1D,1436148000,2015-07-06,649.53997803,593.21002197,625.2199707,21796.0
1D,1436234400,2015-07-07,653.27001953,596.26000977,630.27001953,21813.0
1D,1436320800,2015-07-08,645.66998291,591.0300293,623.16998291,21810.0
1D,1436407200,2015-07-09,646.58001709,591.22998047,622.09997559,21785.0
1D,1436493600,2015-07-10,648.72998047,594.15997314,627.2800293,21785.0
1D,1436752800,2015-07-13,652.2800293,599.27001953,634.05999756,21807.0
1D,1436839200,2015-07-14,658.2800293,604.7199707,638.69000244,21807.0
1D,1436925600,2015-07-15,651.45001221,598.7199707,630.89001465,21810.0
1D,1437012000,2015-07-16,649.05999756,594.98999023,626.90002441,21813.0
1D,1437098400,2015-07-17,651.0300293,597.04998779,628.63000488,21813.0
1D,1437357600,2015-07-20,644.19000244,591.69000244,620.53997803,21813.0
1D,1437444000,2015-07-21,641.45001221,589.53997803,616.60998535,21820.0
1D,1437530400,2015-07-22,655.05999756,600.7800293,629.84997559,21810.0
1D,1437616800,2015-07-23,655.73999023,601.40002441,632.01000977,21812.0
1D,1437703200,2015-07-24,657.9699707,604.21002197,631.26000977,21812.0
1D,1437962400,2015-07-27,665.65997314,610.89001465,635.46002197,21817.0
1D,1438048800,2015-07-28,659.59997559,605.58001709,631.4699707,21817.0
1D,1438135200,2015-07-29,651.21002197,598.42999268,624.70001221,21816.0
1D,1438221600,2015-07-30,651.70001221,599.16998291,626.57000732,21813.0
1D,1438308000,2015-07-31,647.35998535,595.28997803,621.05999756,21813.0
1D,1438567200,2015-08-03,636.91998291,586.21002197,609.4699707,21813.0
1D,1438653600,2015-08-04,631.27001953,581.61999512,600.76000977,21815.0
1D,1438740000,2015-08-05,639.33001709,588.60998535,607.08001709,21802.0
1D,1438826400,2015-08-06,633.5300293,584.01000977,601.03997803,21812.0
1D,1438912800,2015-08-07,638.40002441,588.35998535,603.76000977,21812.0
1D,1439172000,2015-08-10,649.98999023,598.29998779,614.5300293,21820.0
1D,1439258400,2015-08-11,643.41998291,593.65997314,613.04998779,22020.0
1D,1439344800,2015-08-12,632.90002441,585.39001465,604.23999023,22084.0
1D,1439431200,2015-08-13,622.83001709,577.25,594.26000977,22098.0
